"סִינוֹפְּסִיס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A1%D6%B4%D7%99%D7%A0%D7%95%D6%B9%D7%A4%D6%BC%D6%B0%D7%A1%D6%B4%D7%99%D7%A1-n>		<http://wordnet-rdf.princeton.edu/wn30/06468951-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%A7%E6%A6%82-n>		"大概"@qcn	
"עָנָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B8%D7%A0%D6%B8%D7%94-v>		<http://wordnet-rdf.princeton.edu/wn30/00815686-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%AD%94%E8%A6%86-v>		"答覆"@qcn	
"עָנָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B8%D7%A0%D6%B8%D7%94-v>		<http://wordnet-rdf.princeton.edu/wn30/00815686-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B0%8D-v>		"對"@qcn	
"עָנָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B8%D7%A0%D6%B8%D7%94-v>		<http://wordnet-rdf.princeton.edu/wn30/00815686-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%9B%9E%E8%A6%86-v>		"回覆"@qcn	
"הִרְגִּישׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%A8%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02106006-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%84%9F%E8%A6%BA%E5%88%B0-v>		"感覺到"@qcn	
"הִרְגִּישׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%A8%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02106006-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A6%BA%E5%BE%97-v>		"覺得"@qcn	
"הִרְגִּישׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%A8%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02106006-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A6%BA-v>		"覺"@qcn	
"הִרְגִּישׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%A8%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02106006-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%87%AA%E8%A6%BA-v>		"自覺"@qcn	
"הִרְגִּישׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%A8%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02106006-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%84%9F%E5%88%B0-v>		"感到"@qcn	
"הִרְגִּישׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%A8%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02106006-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%84%9F%E8%A6%BA-v>		"感覺"@qcn	
"הִרְגִּישׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%A8%D6%B0%D7%92%D6%BC%D6%B4%D7%99%D7%A9%D7%81-v>		<http://wordnet-rdf.princeton.edu/wn30/02106006-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%84%8F%E5%91%B3-v>		"意味"@qcn	
"מָחוֹז"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%97%D7%95%D6%B9%D7%96-n>		<http://wordnet-rdf.princeton.edu/wn30/08552138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%8D%80-n>		"區"@qcn	
"מָחוֹז"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B8%D7%97%D7%95%D6%B9%D7%96-n>		<http://wordnet-rdf.princeton.edu/wn30/08552138-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%A0%98%E5%9F%9F-n>		"領域"@qcn	
"!תַּפְקִיד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%AA%D6%BC%D6%B7%D7%A4%D6%B0%D7%A7%D6%B4%D7%99%D7%93-n>		<http://wordnet-rdf.princeton.edu/wn30/13315999-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%AA%B2-n>		"課"@qcn	
"מְבַשֵּׂר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B0%D7%91%D6%B7%D7%A9%D6%BC%D7%82%D6%B5%D7%A8-n>		<http://wordnet-rdf.princeton.edu/wn30/14486122-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%9C%9F%E6%9C%9B-n>		"期望"@qcn	
"עֲצוּמָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B2%D7%A6%D7%95%D6%BC%D7%9E%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/06513366-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A5%8F-n>		"奏"@qcn	
"הִכְתִּיב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%9B%D6%B0%D7%AA%D6%BC%D6%B4%D7%99%D7%91-v>		<http://wordnet-rdf.princeton.edu/wn30/00747135-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%91%BD%E4%BB%A4-v>		"命令"@qcn	
"הִכְתִּיב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%9B%D6%B0%D7%AA%D6%BC%D6%B4%D7%99%D7%91-v>		<http://wordnet-rdf.princeton.edu/wn30/00747135-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%95%95-v>		"敕"@qcn	
"הִכְתִּיב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%9B%D6%B0%D7%AA%D6%BC%D6%B4%D7%99%D7%91-v>		<http://wordnet-rdf.princeton.edu/wn30/00747135-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%91%BD-v>		"命"@qcn	
"הִכְתִּיב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%9B%D6%B0%D7%AA%D6%BC%D6%B4%D7%99%D7%91-v>		<http://wordnet-rdf.princeton.edu/wn30/00747135-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BD%BF-v>		"使"@qcn	
"דּוֹזָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%93%D6%BC%D7%95%D6%B9%D7%96%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/03225238-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%9C%8D-n>		"服"@qcn	
"שֶׁמֶשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A9%D7%81%D6%B6%D7%9E%D6%B6%D7%A9%D7%81-n>		<http://wordnet-rdf.princeton.edu/wn30/11485367-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%97%A5-n>		"日"@qcn	
"שֶׁמֶשׁ"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A9%D7%81%D6%B6%D7%9E%D6%B6%D7%A9%D7%81-n>		<http://wordnet-rdf.princeton.edu/wn30/11485367-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%AA%E9%99%BD-n>		"太陽"@qcn	
"אַבָּא"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B7%D7%91%D6%BC%D6%B8%D7%90-n>		<http://wordnet-rdf.princeton.edu/wn30/10080869-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%88%B6-n>		"父"@qcn	
"אַבָּא"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B7%D7%91%D6%BC%D6%B8%D7%90-n>		<http://wordnet-rdf.princeton.edu/wn30/10080869-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%88%B6%E6%AF%8D-n>		"父母"@qcn	
"אַבָּא"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B7%D7%91%D6%BC%D6%B8%D7%90-n>		<http://wordnet-rdf.princeton.edu/wn30/10080869-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%85%88%E7%88%B6-n>		"先父"@qcn	
"אַבָּא"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B7%D7%91%D6%BC%D6%B8%D7%90-n>		<http://wordnet-rdf.princeton.edu/wn30/10080869-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%88%B8-n>		"爸"@qcn	
"אַבָּא"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B7%D7%91%D6%BC%D6%B8%D7%90-n>		<http://wordnet-rdf.princeton.edu/wn30/10080869-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%88%B8%E7%88%B8-n>		"爸爸"@qcn	
"אַבָּא"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B7%D7%91%D6%BC%D6%B8%D7%90-n>		<http://wordnet-rdf.princeton.edu/wn30/10080869-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A6%AA-n>		"親"@qcn	
"!דָּלַף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%93%D6%BC%D6%B8%D7%9C%D6%B7%D7%A3-v>		<http://wordnet-rdf.princeton.edu/wn30/00937023-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%9B%9D-v>		"曝"@qcn	
"!דָּלַף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%93%D6%BC%D6%B8%D7%9C%D6%B7%D7%A3-v>		<http://wordnet-rdf.princeton.edu/wn30/00937023-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%A5%95-v>		"祕"@qcn	
"!דָּלַף"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%93%D6%BC%D6%B8%D7%9C%D6%B7%D7%A3-v>		<http://wordnet-rdf.princeton.edu/wn30/00937023-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B5%B0-v>		"走"@qcn	
"!קֶטַע"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A7%D6%B6%D7%98%D6%B7%D7%A2-n>		<http://wordnet-rdf.princeton.edu/wn30/04164989-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%83%A8%E4%BB%BD-n>		"部份"@qcn	
"!קֶטַע"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A7%D6%B6%D7%98%D6%B7%D7%A2-n>		<http://wordnet-rdf.princeton.edu/wn30/04164989-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%83%A8%E5%88%86-n>		"部分"@qcn	
"!קֶטַע"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A7%D6%B6%D7%98%D6%B7%D7%A2-n>		<http://wordnet-rdf.princeton.edu/wn30/04164989-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%AE%B5-n>		"段"@qcn	
"!קֶטַע"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A7%D6%B6%D7%98%D6%B7%D7%A2-n>		<http://wordnet-rdf.princeton.edu/wn30/05867413-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%AE%B5-n>		"段"@qcn	
"עָקַב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B8%D7%A7%D6%B7%D7%91-v>		<http://wordnet-rdf.princeton.edu/wn30/02170427-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%A1%A7-v>		"顧"@qcn	
"חֹמֶר-גֶּלֶם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%97%D6%B9%D7%9E%D6%B6%D7%A8-%D7%92%D6%BC%D6%B6%D7%9C%D6%B6%D7%9D-n>		<http://wordnet-rdf.princeton.edu/wn30/14596700-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%9D%90-n>		"材"@qcn	
"!פּוֹעֵל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A4%D6%BC%D7%95%D6%B9%D7%A2%D6%B5%D7%9C-n>		<http://wordnet-rdf.princeton.edu/wn30/10241300-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B7%A5%E4%BA%BA-n>		"工人"@qcn	
"עָסִיס"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D6%B8%D7%A1%D6%B4%D7%99%D7%A1-n>		<http://wordnet-rdf.princeton.edu/wn30/07923748-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%B1%81-n>		"汁"@qcn	
"!הַיּוֹם"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%94%D6%B7%D7%99%D6%BC%D7%95%D6%B9%D7%9D-r>		<http://wordnet-rdf.princeton.edu/wn30/00048268-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%AD%A3-r>		"正"@qcn	
"תְּכוּנָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%AA%D6%BC%D6%B0%D7%9B%D7%95%D6%BC%D7%A0%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/04723816-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%B3%AA-n>		"質"@qcn	
"!מֻפְרָז"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9E%D6%BB%D7%A4%D6%B0%D7%A8%D6%B8%D7%96-a>		<http://wordnet-rdf.princeton.edu/wn30/01533974-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%81%8E%E5%88%86-a>		"過分"@qcn	
"!מֻפְרָז"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%9E%D6%BB%D7%A4%D6%B0%D7%A8%D6%B8%D7%96-a>		<http://wordnet-rdf.princeton.edu/wn30/01533974-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%81%8E%E4%BB%BD-a>		"過份"@qcn	
"הִגְדִּיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%92%D6%B0%D7%93%D6%BC%D6%B4%D7%99%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/00153263-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%B7%BB-v>		"添"@qcn	
"הִגְדִּיל"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%92%D6%B0%D7%93%D6%BC%D6%B4%D7%99%D7%9C-v>		<http://wordnet-rdf.princeton.edu/wn30/00153263-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A2%9E-v>		"增"@qcn	
"אֶבֶן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B6%D7%91%D6%B6%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/09416076-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%A0%B8-n>		"核"@qcn	
"אֶבֶן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B6%D7%91%D6%B6%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/09416076-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%A0%B8%E5%BF%83-n>		"核心"@qcn	
"בָּר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B8%D7%A8-n>		<http://wordnet-rdf.princeton.edu/wn30/02796995-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%85%92%E5%BA%97-n>		"酒店"@qcn	
"בּוֹ-זְמַנִּית"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D7%95%D6%B9-%D7%96%D6%B0%D7%9E%D6%B7%D7%A0%D6%BC%D6%B4%D7%99%D7%AA-r>		<http://wordnet-rdf.princeton.edu/wn30/00120095-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%80%E9%9D%A2-r>		"一面"@qcn	
"בּוֹ-זְמַנִּית"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D7%95%D6%B9-%D7%96%D6%B0%D7%9E%D6%B7%D7%A0%D6%BC%D6%B4%D7%99%D7%AA-r>		<http://wordnet-rdf.princeton.edu/wn30/00120095-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%80%E9%BD%8A-r>		"一齊"@qcn	
"בּוֹ-זְמַנִּית"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D7%95%D6%B9-%D7%96%D6%B0%D7%9E%D6%B7%D7%A0%D6%BC%D6%B4%D7%99%D7%AA-r>		<http://wordnet-rdf.princeton.edu/wn30/00120095-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%80%E8%88%89-r>		"一舉"@qcn	
"חֲנוּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%97%D6%B2%D7%A0%D7%95%D6%BC%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/04202417-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%99%9F-n>		"號"@qcn	
"חֲנוּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%97%D6%B2%D7%A0%D7%95%D6%BC%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/04202417-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A1%8C-n>		"行"@qcn	
"חֲנוּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%97%D6%B2%D7%A0%D7%95%D6%BC%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/04202417-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%95%86%E5%BA%97-n>		"商店"@qcn	
"חֲנוּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%97%D6%B2%D7%A0%D7%95%D6%BC%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/04202417-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%88%96-n>		"舖"@qcn	
"חֲנוּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%97%D6%B2%D7%A0%D7%95%D6%BC%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/04202417-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%8B%AA-n>		"鋪"@qcn	
"חֲנוּת"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%97%D6%B2%D7%A0%D7%95%D6%BC%D7%AA-n>		<http://wordnet-rdf.princeton.edu/wn30/04202417-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%BA%84-n>		"庄"@qcn	
"!בְּיִחוּד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%91%D6%BC%D6%B0%D7%99%D6%B4%D7%97%D7%95%D6%BC%D7%93-r>		<http://wordnet-rdf.princeton.edu/wn30/00502710-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B0%88%E7%A8%8B-r>		"專程"@qcn	
"!בְּיִחוּד"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%91%D6%BC%D6%B0%D7%99%D6%B4%D7%97%D7%95%D6%BC%D7%93-r>		<http://wordnet-rdf.princeton.edu/wn30/00502710-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B0%88%E9%96%80-r>		"專門"@qcn	
"נִלְהָב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A0%D6%B4%D7%9C%D6%B0%D7%94%D6%B8%D7%91-a>		<http://wordnet-rdf.princeton.edu/wn30/00885695-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%86%B1%E4%B8%AD-a>		"熱中"@qcn	
"נִלְהָב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A0%D6%B4%D7%9C%D6%B0%D7%94%D6%B8%D7%91-a>		<http://wordnet-rdf.princeton.edu/wn30/00885695-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%BF%83-a>		"濃"@qcn	
"נִלְהָב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A0%D6%B4%D7%9C%D6%B0%D7%94%D6%B8%D7%91-a>		<http://wordnet-rdf.princeton.edu/wn30/00885695-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%86%B1%E8%A1%B7-a>		"熱衷"@qcn	
"!יָהִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%99%D6%B8%D7%94%D6%B4%D7%99%D7%A8-a>		<http://wordnet-rdf.princeton.edu/wn30/01891109-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%80%A8-a>		"倨"@qcn	
"!יָהִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%99%D6%B8%D7%94%D6%B4%D7%99%D7%A8-a>		<http://wordnet-rdf.princeton.edu/wn30/01891109-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%A9%95-a>		"驕"@qcn	
"!יָהִיר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%99%D6%B8%D7%94%D6%B4%D7%99%D7%A8-a>		<http://wordnet-rdf.princeton.edu/wn30/01891109-a>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%BA%A2-a>		"亢"@qcn	
"סִפֵּר"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A1%D6%B4%D7%A4%D6%BC%D6%B5%D7%A8-v>		<http://wordnet-rdf.princeton.edu/wn30/00953216-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%BF%B0-v>		"述"@qcn	
"רֶוַח"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A8%D6%B6%D7%95%D6%B7%D7%97-n>		<http://wordnet-rdf.princeton.edu/wn30/05157574-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%88%A9%E7%9B%8A-n>		"利益"@qcn	
"מַעַן"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%9E%D6%B7%D7%A2%D6%B7%D7%9F-n>		<http://wordnet-rdf.princeton.edu/wn30/06787150-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%80%9A%E8%A8%8A-n>		"通訊"@qcn	
"חֲזִיז"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%97%D6%B2%D7%96%D6%B4%D7%99%D7%96-n>		<http://wordnet-rdf.princeton.edu/wn30/03345115-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E9%9E%AD-n>		"鞭"@qcn	
"אִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%90%D6%B4%D7%99-n>		<http://wordnet-rdf.princeton.edu/wn30/09316454-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%B3%B6-n>		"島"@qcn	
"!סְכָכָה"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%21%D7%A1%D6%B0%D7%9B%D6%B8%D7%9B%D6%B8%D7%94-n>		<http://wordnet-rdf.princeton.edu/wn30/04187547-n>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%A3%9A-n>		"棚"@qcn	
"עוֹד-מְעַט"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%A2%D7%95%D6%B9%D7%93-%D7%9E%D6%B0%D7%A2%D6%B7%D7%98-r>		<http://wordnet-rdf.princeton.edu/wn30/00033922-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%9B%BE%E5%B9%BE%E4%BD%95%E6%99%82-r>		"曾幾何時"@qcn	
"הִתְחַשֵּׁב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%97%D6%B7%D7%A9%D6%BC%D7%81%D6%B5%D7%91-v>		<http://wordnet-rdf.princeton.edu/wn30/00950431-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E8%A8%88-v>		"計"@qcn	
"הִתְחַשֵּׁב"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%94%D6%B4%D7%AA%D6%B0%D7%97%D6%B7%D7%A9%D6%BC%D7%81%D6%B5%D7%91-v>		<http://wordnet-rdf.princeton.edu/wn30/00950431-v>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E6%83%B3-v>		"想"@qcn	
"בְּאֹפֶן-כְּלָלִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%90%D6%B9%D7%A4%D6%B6%D7%9F-%D7%9B%D6%BC%D6%B0%D7%9C%D6%B8%D7%9C%D6%B4%D7%99-r>		<http://wordnet-rdf.princeton.edu/wn30/00041954-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E5%A4%A7%E8%87%B4-r>		"大致"@qcn	
"בְּאֹפֶן-כְּלָלִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%90%D6%B9%D7%A4%D6%B6%D7%9F-%D7%9B%D6%BC%D6%B0%D7%9C%D6%B8%D7%9C%D6%B4%D7%99-r>		<http://wordnet-rdf.princeton.edu/wn30/00041954-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E7%B8%BD%E7%AE%97-r>		"總算"@qcn	
"בְּאֹפֶן-כְּלָלִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%90%D6%B9%D7%A4%D6%B6%D7%9F-%D7%9B%D6%BC%D6%B0%D7%9C%D6%B8%D7%9C%D6%B4%D7%99-r>		<http://wordnet-rdf.princeton.edu/wn30/00041954-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%80%E8%88%AC%E4%BE%86%E8%AA%AA-r>		"一般來說"@qcn	
"בְּאֹפֶן-כְּלָלִי"@he	<http://compling.hss.ntu.edu.sg/omw/wns/heb/%D7%91%D6%BC%D6%B0%D7%90%D6%B9%D7%A4%D6%B6%D7%9F-%D7%9B%D6%BC%D6%B0%D7%9C%D6%B8%D7%9C%D6%B4%D7%99-r>		<http://wordnet-rdf.princeton.edu/wn30/00041954-r>		<http://compling.hss.ntu.edu.sg/omw/wns/qcn/%E4%B8%80%E8%88%AC%E8%80%8C%E8%A8%80-r>		"一般而言"@qcn	
