"upplag"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/upplag-n>		<http://wordnet-rdf.princeton.edu/wn30/04726724-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/natyr%C3%AB-n>		"natyrë"@als	
"ráð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/r%C3%A1%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/08324514-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/komision-n>		"komision"@als	
"ráð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/r%C3%A1%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/08310949-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/k%C3%ABshill-n>		"këshill"@als	
"ráð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/r%C3%A1%C3%B0-n>		<http://wordnet-rdf.princeton.edu/wn30/06671484-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/k%C3%ABshill%C3%AB-n>		"këshillë"@als	
"bera að höndum"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bera%20a%C3%B0%20h%C3%B6ndum-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zhvillohet-v>		"zhvillohet"@als	
"bera að höndum"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bera%20a%C3%B0%20h%C3%B6ndum-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ngjet-v>		"ngjet"@als	
"bera að höndum"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bera%20a%C3%B0%20h%C3%B6ndum-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ndodh-v>		"ndodh"@als	
"bera að höndum"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bera%20a%C3%B0%20h%C3%B6ndum-v>		<http://wordnet-rdf.princeton.edu/wn30/00339934-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vazhdoj-v>		"vazhdoj"@als	
"prís"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/pr%C3%ADs-n>		<http://wordnet-rdf.princeton.edu/wn30/05145118-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/%C3%A7mim-n>		"çmim"@als	
"prís"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/pr%C3%ADs-n>		<http://wordnet-rdf.princeton.edu/wn30/05145118-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pages%C3%AB-n>		"pagesë"@als	
"prís"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/pr%C3%ADs-n>		<http://wordnet-rdf.princeton.edu/wn30/05145118-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vler%C3%AB%20monetare-n>		"vlerë monetare"@als	
"fjöldi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/fj%C3%B6ldi-n>		<http://wordnet-rdf.princeton.edu/wn30/05121418-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/num%C3%ABr-n>		"numër"@als	
"strákhvolpur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/str%C3%A1khvolpur-n>		<http://wordnet-rdf.princeton.edu/wn30/10285313-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/djal%EF%BF%BD%EF%BF%BD-n>		"djal��"@als	
"strákhvolpur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/str%C3%A1khvolpur-n>		<http://wordnet-rdf.princeton.edu/wn30/10285313-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/%C3%A7un-n>		"çun"@als	
"gufa upp"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/gufa%20upp-v>		<http://wordnet-rdf.princeton.edu/wn30/00426958-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/largohem-v>		"largohem"@als	
"gufa upp"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/gufa%20upp-v>		<http://wordnet-rdf.princeton.edu/wn30/00426958-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zbehem-v>		"zbehem"@als	
"gufa upp"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/gufa%20upp-v>		<http://wordnet-rdf.princeton.edu/wn30/00426958-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zhdukem-v>		"zhdukem"@als	
"gufa upp"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/gufa%20upp-v>		<http://wordnet-rdf.princeton.edu/wn30/00426958-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shuhem-v>		"shuhem"@als	
"taka fastan"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/taka%20fastan-v>		<http://wordnet-rdf.princeton.edu/wn30/01215137-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kap-v>		"kap"@als	
"taka fastan"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/taka%20fastan-v>		<http://wordnet-rdf.princeton.edu/wn30/01215137-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mb%C3%ABrthej-v>		"mbërthej"@als	
"taka fastan"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/taka%20fastan-v>		<http://wordnet-rdf.princeton.edu/wn30/01215137-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/marr-v>		"marr"@als	
"taka fastan"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/taka%20fastan-v>		<http://wordnet-rdf.princeton.edu/wn30/01215137-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rr%C3%ABmbej-v>		"rrëmbej"@als	
"taka fastan"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/taka%20fastan-v>		<http://wordnet-rdf.princeton.edu/wn30/01215137-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ndalim-v>		"ndalim"@als	
"koma í verð"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/koma%20%C3%AD%20ver%C3%B0-v>		<http://wordnet-rdf.princeton.edu/wn30/02242464-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shes-v>		"shes"@als	
"hirsla"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hirsla-n>		<http://wordnet-rdf.princeton.edu/wn30/00372607-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/grumbulloj-n>		"grumbulloj"@als	
"hirsla"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hirsla-n>		<http://wordnet-rdf.princeton.edu/wn30/00372607-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/magazinoj-n>		"magazinoj"@als	
"hirsla"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hirsla-n>		<http://wordnet-rdf.princeton.edu/wn30/00372607-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/magazinim-n>		"magazinim"@als	
"lausn"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/lausn-n>		<http://wordnet-rdf.princeton.edu/wn30/14589223-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/tret%C3%ABsir%C3%AB-n>		"tretësirë"@als	
"svella"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/svella-v>		<http://wordnet-rdf.princeton.edu/wn30/00256507-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fryrje-v>		"fryrje"@als	
"svella"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/svella-v>		<http://wordnet-rdf.princeton.edu/wn30/00256507-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/enjtet-v>		"enjtet"@als	
"svella"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/svella-v>		<http://wordnet-rdf.princeton.edu/wn30/00256507-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/bymehet-v>		"bymehet"@als	
"svella"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/svella-v>		<http://wordnet-rdf.princeton.edu/wn30/00256507-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mufatet-v>		"mufatet"@als	
"svella"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/svella-v>		<http://wordnet-rdf.princeton.edu/wn30/00256507-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/enjtje-v>		"enjtje"@als	
"verða rauður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ver%C3%B0a%20rau%C3%B0ur-v>		<http://wordnet-rdf.princeton.edu/wn30/00103317-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/skuqem-v>		"skuqem"@als	
"verða rauður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ver%C3%B0a%20rau%C3%B0ur-v>		<http://wordnet-rdf.princeton.edu/wn30/00103317-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/skuqje-v>		"skuqje"@als	
"verða rauður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ver%C3%B0a%20rau%C3%B0ur-v>		<http://wordnet-rdf.princeton.edu/wn30/00103317-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kuq%C3%ABloj-v>		"kuqëloj"@als	
"verða rauður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ver%C3%B0a%20rau%C3%B0ur-v>		<http://wordnet-rdf.princeton.edu/wn30/00103317-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/b%C3%ABhem%20i%20brisht%C3%AB-v>		"bëhem i brishtë"@als	
"verða rauður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ver%C3%B0a%20rau%C3%B0ur-v>		<http://wordnet-rdf.princeton.edu/wn30/00103317-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/turp%C3%ABrohem-v>		"turpërohem"@als	
"sameina"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sameina-v>		<http://wordnet-rdf.princeton.edu/wn30/00394813-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/bashkoj-v>		"bashkoj"@als	
"sameina"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sameina-v>		<http://wordnet-rdf.princeton.edu/wn30/00394813-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nd%C3%ABrthur-v>		"ndërthur"@als	
"sameina"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sameina-v>		<http://wordnet-rdf.princeton.edu/wn30/00394813-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pleksem-v>		"pleksem"@als	
"sameina"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sameina-v>		<http://wordnet-rdf.princeton.edu/wn30/00394813-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/trazim-v>		"trazim"@als	
"sameina"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sameina-v>		<http://wordnet-rdf.princeton.edu/wn30/00394813-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/bashkohem-v>		"bashkohem"@als	
"sameina"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sameina-v>		<http://wordnet-rdf.princeton.edu/wn30/00394813-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shkrij-v>		"shkrij"@als	
"sameina"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sameina-v>		<http://wordnet-rdf.princeton.edu/wn30/00394813-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrziej-v>		"përziej"@als	
"sameina"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sameina-v>		<http://wordnet-rdf.princeton.edu/wn30/00394813-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/trazoj-v>		"trazoj"@als	
"mokka"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/mokka-v>		<http://wordnet-rdf.princeton.edu/wn30/01779165-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/panik-v>		"panik"@als	
"mokka"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/mokka-v>		<http://wordnet-rdf.princeton.edu/wn30/01779165-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/lemeri-v>		"lemeri"@als	
"mokka"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/mokka-v>		<http://wordnet-rdf.princeton.edu/wn30/01779165-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/trembje-v>		"trembje"@als	
"mokka"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/mokka-v>		<http://wordnet-rdf.princeton.edu/wn30/01779165-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/frik%C3%ABsoj-v>		"frikësoj"@als	
"rísla"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/r%C3%ADsla-n>		<http://wordnet-rdf.princeton.edu/wn30/13104059-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pem%C3%AB-n>		"pemë"@als	
"vísindamennska"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/v%C3%ADsindamennska-n>		<http://wordnet-rdf.princeton.edu/wn30/05999797-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shkenc%C3%AB-n>		"shkencë"@als	
"vísindamennska"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/v%C3%ADsindamennska-n>		<http://wordnet-rdf.princeton.edu/wn30/05999797-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fush%C3%AB%20shkencore-n>		"fushë shkencore"@als	
"lækningajurt"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/l%C3%A6kningajurt-n>		<http://wordnet-rdf.princeton.edu/wn30/07811416-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/barishte-n>		"barishte"@als	
"bramla"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bramla-v>		<http://wordnet-rdf.princeton.edu/wn30/00334996-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/thyej-v>		"thyej"@als	
"bramla"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bramla-v>		<http://wordnet-rdf.princeton.edu/wn30/00334996-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/prish-v>		"prish"@als	
"bramla"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bramla-v>		<http://wordnet-rdf.princeton.edu/wn30/00334996-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/d%C3%ABmtoj-v>		"dëmtoj"@als	
"kunnleikar"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kunnleikar-n>		<http://wordnet-rdf.princeton.edu/wn30/13931145-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/marr%C3%ABdh%C3%ABnie%20miq%C3%ABsie-n>		"marrëdhënie miqësie"@als	
"kunnleikar"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kunnleikar-n>		<http://wordnet-rdf.princeton.edu/wn30/13931145-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/miq%C3%ABsi-n>		"miqësi"@als	
"hjúkrunarkona"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/hj%C3%BAkrunarkona-n>		<http://wordnet-rdf.princeton.edu/wn30/10366966-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/infermiere-n>		"infermiere"@als	
"höfundur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/h%C3%B6fundur-n>		<http://wordnet-rdf.princeton.edu/wn30/10794014-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shkrimtar-n>		"shkrimtar"@als	
"höfundur"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/h%C3%B6fundur-n>		<http://wordnet-rdf.princeton.edu/wn30/10794014-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/autor-n>		"autor"@als	
"þrauka"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BErauka-v>		<http://wordnet-rdf.princeton.edu/wn30/01116585-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/qendrese-v>		"qendrese"@als	
"þrauka"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BErauka-v>		<http://wordnet-rdf.princeton.edu/wn30/01116585-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/p%C3%ABrballoj-v>		"përballoj"@als	
"þrauka"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BErauka-v>		<http://wordnet-rdf.princeton.edu/wn30/01116585-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rezistoj-v>		"rezistoj"@als	
"þrauka"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/%C3%BErauka-v>		<http://wordnet-rdf.princeton.edu/wn30/01116585-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kund%C3%ABrshtoj-v>		"kundërshtoj"@als	
"skipun"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skipun-n>		<http://wordnet-rdf.princeton.edu/wn30/07168131-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/urdh%C3%ABr-n>		"urdhër"@als	
"skipun"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skipun-n>		<http://wordnet-rdf.princeton.edu/wn30/07168131-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/diktim-n>		"diktim"@als	
"skipun"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skipun-n>		<http://wordnet-rdf.princeton.edu/wn30/07168131-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/komand%C3%AB-n>		"komandë"@als	
"skipun"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skipun-n>		<http://wordnet-rdf.princeton.edu/wn30/07168131-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/urdh%C3%ABroj-n>		"urdhëroj"@als	
"afbæjarmaður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afb%C3%A6jarma%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/10757193-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mysafir-n>		"mysafir"@als	
"afbæjarmaður"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/afb%C3%A6jarma%C3%B0ur-n>		<http://wordnet-rdf.princeton.edu/wn30/10757193-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vizitor-n>		"vizitor"@als	
"blæða"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/bl%C3%A6%C3%B0a-v>		<http://wordnet-rdf.princeton.edu/wn30/02251743-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pagim-v>		"pagim"@als	
"athöfn "@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ath%C3%B6fn%20-n>		<http://wordnet-rdf.princeton.edu/wn30/13525549-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/funksionim-n>		"funksionim"@als	
"athöfn "@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/ath%C3%B6fn%20-n>		<http://wordnet-rdf.princeton.edu/wn30/13525549-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/operacion-n>		"operacion"@als	
"kvikmynd"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kvikmynd-n>		<http://wordnet-rdf.princeton.edu/wn30/06613686-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/mocion-n>		"mocion"@als	
"kvikmynd"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kvikmynd-n>		<http://wordnet-rdf.princeton.edu/wn30/06613686-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/ekspozim%20piktur%C3%AB-n>		"ekspozim pikturë"@als	
"kvikmynd"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kvikmynd-n>		<http://wordnet-rdf.princeton.edu/wn30/06613686-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kinema-n>		"kinema"@als	
"kvikmynd"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kvikmynd-n>		<http://wordnet-rdf.princeton.edu/wn30/06613686-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/film-n>		"film"@als	
"kvikmynd"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kvikmynd-n>		<http://wordnet-rdf.princeton.edu/wn30/06613686-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/piktur%C3%AB%20kinemaje-n>		"pikturë kinemaje"@als	
"kvikmynd"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kvikmynd-n>		<http://wordnet-rdf.princeton.edu/wn30/06613686-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pamje%20e%20nj%C3%AB%20piktur%C3%AB%20kinemaje-n>		"pamje e një pikturë kinemaje"@als	
"kvikmynd"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/kvikmynd-n>		<http://wordnet-rdf.princeton.edu/wn30/06613686-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/piktur%C3%AB-n>		"pikturë"@als	
"tengja"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/tengja-v>		<http://wordnet-rdf.princeton.edu/wn30/00713167-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/bashkoj-v>		"bashkoj"@als	
"tengja"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/tengja-v>		<http://wordnet-rdf.princeton.edu/wn30/00713167-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/lidh-v>		"lidh"@als	
"tengja"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/tengja-v>		<http://wordnet-rdf.princeton.edu/wn30/00713167-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/takohen%20n%C3%AB-v>		"takohen në"@als	
"tengja"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/tengja-v>		<http://wordnet-rdf.princeton.edu/wn30/00713167-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/lidhem-v>		"lidhem"@als	
"sprengja"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/sprengja-n>		<http://wordnet-rdf.princeton.edu/wn30/02866578-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/bomb%C3%AB-n>		"bombë"@als	
"verklag"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/verklag-n>		<http://wordnet-rdf.princeton.edu/wn30/05660268-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/metod%C3%AB-n>		"metodë"@als	
"aurar"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/aurar-n>		<http://wordnet-rdf.princeton.edu/wn30/13250542-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/para-n>		"para"@als	
"skorta"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skorta-v>		<http://wordnet-rdf.princeton.edu/wn30/02632353-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/pamjaftueshm%C3%ABri-v>		"pamjaftueshmëri"@als	
"skorta"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skorta-v>		<http://wordnet-rdf.princeton.edu/wn30/02632353-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/munges%C3%AB-v>		"mungesë"@als	
"finna út úr"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/finna%20%C3%BAt%20%C3%BAr-v>		<http://wordnet-rdf.princeton.edu/wn30/00634906-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zgjidh-v>		"zgjidh"@als	
"finna út úr"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/finna%20%C3%BAt%20%C3%BAr-v>		<http://wordnet-rdf.princeton.edu/wn30/00634906-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/gjej%20p%C3%ABrgjigjen-v>		"gjej përgjigjen"@als	
"finna út úr"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/finna%20%C3%BAt%20%C3%BAr-v>		<http://wordnet-rdf.princeton.edu/wn30/00634906-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/zgjidh%20nj%C3%AB%20problem-v>		"zgjidh një problem"@als	
"finna út úr"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/finna%20%C3%BAt%20%C3%BAr-v>		<http://wordnet-rdf.princeton.edu/wn30/00634906-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/kuptoj-v>		"kuptoj"@als	
"borgarbúi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/borgarb%C3%BAi-n>		<http://wordnet-rdf.princeton.edu/wn30/09923673-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shtetas-n>		"shtetas"@als	
"taxi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/taxi-n>		<http://wordnet-rdf.princeton.edu/wn30/02930766-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/taksi-n>		"taksi"@als	
"taxi"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/taxi-n>		<http://wordnet-rdf.princeton.edu/wn30/02930766-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shkoj%20me%20taksi-n>		"shkoj me taksi"@als	
"forlög"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/forl%C3%B6g-n>		<http://wordnet-rdf.princeton.edu/wn30/14473222-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/fat-n>		"fat"@als	
"forlög"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/forl%C3%B6g-n>		<http://wordnet-rdf.princeton.edu/wn30/14473222-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/shans-n>		"shans"@als	
"forlög"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/forl%C3%B6g-n>		<http://wordnet-rdf.princeton.edu/wn30/14473222-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/short-n>		"short"@als	
"látæði"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/l%C3%A1t%C3%A6%C3%B0i-n>		<http://wordnet-rdf.princeton.edu/wn30/00334509-n>		<http://compling.hss.ntu.edu.sg/omw/wns/als/gjest-n>		"gjest"@als	
"skipa"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skipa-v>		<http://wordnet-rdf.princeton.edu/wn30/00735571-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/nd%C3%ABrtoj-v>		"ndërtoj"@als	
"skipa"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skipa-v>		<http://wordnet-rdf.princeton.edu/wn30/00735571-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/vendos-v>		"vendos"@als	
"skipa"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skipa-v>		<http://wordnet-rdf.princeton.edu/wn30/00735571-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/rregulloj-v>		"rregulloj"@als	
"skipa"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skipa-v>		<http://wordnet-rdf.princeton.edu/wn30/00735571-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/sistemoj-v>		"sistemoj"@als	
"skipa"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skipa-v>		<http://wordnet-rdf.princeton.edu/wn30/01463963-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/organizim-v>		"organizim"@als	
"skipa"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/skipa-v>		<http://wordnet-rdf.princeton.edu/wn30/01463963-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/caktoj-v>		"caktoj"@als	
"koma tölu á"@is	<http://compling.hss.ntu.edu.sg/omw/wns/isl/koma%20t%C3%B6lu%20%C3%A1-v>		<http://wordnet-rdf.princeton.edu/wn30/00948071-v>		<http://compling.hss.ntu.edu.sg/omw/wns/als/num%C3%ABroj-v>		"numëroj"@als	
